"LBRRY_NM","CTPRVN_NM","SIGNGU_NM","LBRRY_SE","CLOSE_DAY","WEEKDAY_OPER_OPEN_HHMM","WEEKDAY_OPER_COLSE_HHMM","SAT_OPER_OPER_OPEN_HHMM","SAT_OPER_CLOSE_HHMM","HOLIDAY_OPER_OPEN_HHMM","HOLIDAY_CLOSE_OPEN_HHMM","SEAT_CO","BOOK_CO","PBLICTN_CO","NONE_BOOK_CO","LON_CO","LON_DAYCNT","RDNMADR","OPER_INSTITUTION_NM","PHONE_NUMBER","PLOT_AR","BULD_AR","HOMEPAGE_URL","LATITUDE","LONGITUDE","REFERENCE_DATE","INSTT_CODE","INSTT_NM"
"코너스톤작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","30","4000","0","0","0","0","인천광역시 중구 하늘달빛로94, 10층","","032-751-3927","","","","37.48729929","126.557473","2025-12-28","3491000","인천광역시 영종구"
"하늘기쁨작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","20","1200","0","0","3","7","인천광역시 중구 월촌길 52","","032-751-9190","","","","37.49687946","126.5664265","2025-12-28","3491000","인천광역시 영종구"
"영종1단지LH아파트작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","25","1064","0","0","3","7","인천광역시 중구 영종대로278번길 50","","032-746-9029","","","","37.484635","126.499290","2025-12-28","3491000","인천광역시 영종구"
"하늘꿈 도서관","인천광역시","중구","작은도서관","화+목+토+일+국가지정공휴일","10:00","16:00","00:00","00:00","00:00","00:00","22","2000","0","0","0","0","인천광역시 중구 은하수로 465","","","","","","37.48434213","126.551630","2025-12-28","3491000","인천광역시 영종구"
"개항장 마을문고 한중도서관","인천광역시","중구","작은도서관","일+국가지정공휴일","09:30","18:00","09:00","18:00","00:00","00:00","30","5450","0","0","0","0","인천광역시 중구 신포로23번길 80, 2층","","032-777-6578","","","","37.47318745","126.6213227","2025-12-28","3491000","인천광역시 영종구"
"희망을주는도서관","인천광역시","중구","작은도서관","일+월+국가지정공휴일","10:00","17:00","10:00","17:00","00:00","00:00","27","2500","0","0","0","0","인천광역시 중구 매소홀로 7","","032-884-9901","","","","37.45380528","126.6283648","2025-12-28","3491000","인천광역시 영종구"
"용유동작은도서관","인천광역시","중구","작은도서관","토+일+국가지정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","6","4032","0","0","3","7","인천광역시 중구 남북로 16","","032-760-6283","","","","37.44264659","126.4063961","2025-12-28","3491000","인천광역시 영종구"
"동인천동작은도서관","인천광역시","중구","작은도서관","토+일+국가지정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","12","3359","0","0","3","14","인천광역시 중구 참외전로72번길 25","","032-760-6205","","","","37.47682521","126.6289482","2025-12-28","3491000","인천광역시 영종구"
"글마루작은도서관","인천광역시","중구","작은도서관","월+법정공휴일","13:00","18:00","13:00","18:00","13:00","18:00","50","2100","0","32","0","0","인천광역시 중구 참외전로244번길 7","","032-882-1955","","","","37.4683075","126.6408148","2025-12-28","3491000","인천광역시 영종구"
"휘란작은도서관","인천광역시","중구","작은도서관","토+일+국가지정공휴일","09:00","18:00","00:00","00:00","00:00","00:00","60","6400","4","0","0","7","인천광역시 중구 제물량로206번길 21","","","","","","37.4723559","126.6221028","2025-12-28","3491000","인천광역시 영종구"
"단비도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","28","5158","3","0","5","10","인천광역시 중구 서해대로449번길 28-7","","032-777-3025","","","","37.46706668","126.633158","2025-12-28","3491000","인천광역시 영종구"
"꿈나래어린이도서관","인천광역시","중구","작은도서관","월+국가지정공휴일","11:00","18:00","11:00","18:00","11:00","18:00","60","11378","32","619","3","7","인천광역시 중구 인중로26번길 41","","032-880-5271","","","","37.4649185","126.6410493","2025-12-28","3491000","인천광역시 영종구"
"꿈벗도서관","인천광역시","중구","공공도서관","월+국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","86","29725","60","1034","5","14","인천광역시 중구 홍예문로 32","","032-764-6111","","","","37.47314771","126.6249926","2025-12-28","3491000","인천광역시 영종구"
"성산 꿈 작은도서관","인천광역시","중구","작은도서관","월+화+수+목+금","00:00","00:00","09:00","17:30","09:00","17:30","20","1096","0","0","0","0","인천광역시 중구 답동로24번길 7","","032-763-1201","","","","37.470168","126.632126","2025-12-28","3491000","인천광역시 영종구"
"그림책도서관 잇:다","인천광역시","중구","작은도서관","일+월+국가지정공휴일","10:00","17:00","10:00","17:00","00:00","00:00","42","1061","0","0","0","0","인천광역시 중구 운중로71번길 20","","","","","","37.49437217","126.541931","2025-12-28","3491000","인천광역시 영종구"
"별빛그림작은도서관","인천광역시","중구","작은도서관","토+일+국가지정공휴일","10:00","17:00","00:00","00:00","00:00","00:00","18","1450","0","0","0","0","인천광역시 중구 은하수로 160","","032-746-9002","","","","37.49928685","126.568724","2025-12-28","3491000","인천광역시 영종구"
"운서 SK뷰 스카이시티II 작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","0","1017","0","0","0","0","인천광역시 중구 흰바위로 249","","032-752-9051","","","","37.48053842","126.5036191","2025-12-28","3491000","인천광역시 영종구"
"경성작은도서관","인천광역시","중구","작은도서관","토+일+국가지정공휴일","09:00","16:00","00:00","00:00","00:00","00:00","0","1175","0","0","0","0","인천광역시 중구 운중로 22","","","","","","37.49332092","126.535512","2025-12-28","3491000","인천광역시 영종구"
"Sk뷰 꿈꾸는 도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","0","1003","0","0","3","7","인천광역시 중구 흰바위로 203","","032-752-3227","","","","37.4825925","126.5010433","2025-12-28","3491000","인천광역시 영종구"
"옹달샘작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","0","1000","0","0","0","0","인천광역시 중구 신포로 27번길 98","","032-764-1388","","","","37.47395069","126.6204797","2025-12-28","3491000","인천광역시 영종구"
"운서역 푸르지오 푸른도서관","인천광역시","중구","작은도서관","일+국가지정공휴일","10:30","18:00","10:30","14:30","00:00","00:00","30","2050","0","0","0","0","인천광역시 중구 흰바위로 277","","032-747-1446","","","","37.48036009","126.5059562","2025-12-28","3491000","인천광역시 영종구"
"오션하임 작은도서관","인천광역시","중구","작은도서관","국가지정공휴일","09:00","18:00","09:00","18:00","09:00","18:00","25","2500","0","0","0","0","인천광역시 중구 두미포로 112","","032-746-3727","","","","37.49426601","126.5665962","2025-12-28","3491000","인천광역시 영종구"
"용비도서관","인천광역시","미추홀구","공공도서관","매주월요일+법정공휴일","10:00","22:00","10:00","18:00","10:00","18:00","98","43584","10","1173","5","15","인천광역시 미추홀구 토금남로 82","인천광역시 미추홀구청","032-881-2416","29552","1840","http://hnrl.michu.incheon.kr","37.44931994","126.6404994","2024-10-31","3510500","인천광역시 미추홀구"
"제물포도서관","인천광역시","미추홀구","공공도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","35","19907","5","0","5","15","인천광역시 미추홀구 수봉로 22-1","인천광역시 미추홀구청","032-887-8836","810","479","http://hnrl.michu.incheon.kr","37.46412824","126.6560197","2024-10-31","3510500","인천광역시 미추홀구"
"이랑도서관","인천광역시","미추홀구","공공도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","32","22881","4","0","5","15","인천광역시 미추홀구 미추홀대로578번길 7","인천광역시 미추홀구청","032-427-2283","1347","533.2","http://hnrl.michu.incheon.kr","37.44923613","126.6803368","2024-10-31","3510500","인천광역시 미추홀구"
"장사래어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","50","21512","4","0","5","15","인천광역시 미추홀구 경인로34번길 22","인천광역시 미추홀구청","032-886-5055","1158","292.2","http://hnrl.michu.incheon.kr","37.4627916","126.6473658","2024-10-31","3510500","인천광역시 미추홀구"
"소금꽃어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","52","27041","5","0","5","15","인천광역시 미추홀구 석정로 462","인천광역시 미추홀구청","032-872-0731","1989","349.5","http://hnrl.michu.incheon.kr","37.46591921","126.6870517","2024-10-31","3510500","인천광역시 미추홀구"
"한우리어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","18","23044","5","0","5","15","인천광역시 미추홀구 주안서로53번길 22","인천광역시 미추홀구청","032-872-0814","876","356.2","http://hnrl.michu.incheon.kr","37.4637642","126.6765574","2024-10-31","3510500","인천광역시 미추홀구"
"쑥골어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","88","23743","5","0","5","15","인천광역시 미추홀구 염전로202번길 49","인천광역시 미추홀구청","032-872-8630","1144","404.2","http://hnrl.michu.incheon.kr","37.4755613","126.6612852","2024-10-31","3510500","인천광역시 미추홀구"
"관교어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","22:00","10:00","18:00","10:00","18:00","73","29031","5","0","5","15","인천광역시 미추홀구 인하로 452","인천광역시 미추홀구청","032-421-8630","992","392.3","http://hnrl.michu.incheon.kr","37.4441559","126.696806","2024-10-31","3510500","인천광역시 미추홀구"
"석바위어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","22:00","10:00","18:00","10:00","18:00","35","25120","5","0","5","15","인천광역시 미추홀구 경원대로864번길 59","인천광역시 미추홀구청","032-422-0651","680","337.9","http://hnrl.michu.incheon.kr","37.46127661","126.6923112","2024-10-31","3510500","인천광역시 미추홀구"
"독정골어린이도서관","인천광역시","미추홀구","어린이도서관","매주월요일+법정공휴일","10:00","18:00","10:00","18:00","10:00","18:00","62","19829","3","0","5","15","인천광역시 미추홀구 인주대로171번길 1","인천광역시 미추홀구청","032-872-0043","480","199.8","http://hnrl.michu.incheon.kr","37.456027","126.6563009","2024-10-31","3510500","인천광역시 미추홀구"
"학나래도서관","인천광역시","미추홀구","공공도서관","매주월요일+법정공휴일","10:00","22:00","10:00","18:00","10:00","18:00","115","54668","10","2579","5","15","인천광역시 미추홀구 한나루로 444","인천광역시 미추홀구청","032-728-6820","1053","627","http://hnrl.michu.incheon.kr","37.44658054","126.6674754","2024-10-31","3510500","인천광역시 미추홀구"
"꿈드림어린이영어도서관","인천광역시","동구","공공도서관","금+공휴일","09:00","18:00","09:00","17:00","00:00","00:00","100","23227","25","413","5","14","인천광역시 동구 새천년로 93","꿈드림어린이영어도서관","032-770-5983","748","574","https://lib.icdonggu.go.kr/dream/","37.47645272","126.6481858","2025-12-04","3501000","인천광역시 제물포구"
"이룸청소년도서관","인천광역시","동구","공공도서관","월+공휴일","10:00","21:00","10:00","18:00","00:00","00:00","50","7127","18","0","5","14","인천광역시 동구 샛골로 144","이룸청소년도서관","032-770-6197","469","369.44","https://lib.icdonggu.go.kr/erum/","37.47520498","126.6446852","2025-12-04","3501000","인천광역시 제물포구"
"송림도서관","인천광역시","동구","공공도서관","월+공휴일","06:00","22:00","06:00","22:00","00:00","00:00","465","98787","90","6974","5","14","인천광역시 동구 새천년로 72","송림도서관","032-770-6776","1200","1982","https://lib.icdonggu.go.kr/songlim/","37.47472957","126.6488089","2025-12-04","3501000","인천광역시 제물포구"
"인천광역시교육청화도진도서관","인천광역시","동구","공공도서관","매주수요일+국가지정공휴일","09:00","20:00","09:00","17:00","00:00","00:00","662","176709","99","16906","10","14","인천광역시 동구 화도진로 122","인천광역시교육청","032-760-4100","2012","3604.9","https://lib.ice.go.kr/hwadojin/index.do","37.48184083","126.6283577","2025-08-06","7310228","인천광역시교육청 인천광역시화도진도서관"
"인천광역시교육청신트리도서관","인천광역시","부평구","공공도서관","매주 월요일","09:00","20:00","09:00","17:00","09:00","17:00","500","310119","89","64819","10","22","인천광역시 부평구 신트리로 21","인천광역시교육청신트리도서관","032-363-5000","9362","8098","https://lib.ice.go.kr/shintree","37.50658091","126.7236393","2025-08-11","7310637","인천광역시교육청 인천광역시교육청신트리도서관"
"인천광역시교육청계양도서관","인천광역시","계양구","공공도서관","화+국가지정공휴일","06:00","22:00","06:00","22:00","06:00","22:00","606","205385","90","27536","10","15","인천광역시 계양구 계양산로134번길 18 (계산동)","인천광역시교육청","032-540-4400","5500","6059","https://lib.ice.go.kr/gyeyang/index.do","37.54600361","126.7301101","2025-08-07","7310508","인천광역시교육청 인천광역시교육청계양도서관"
"엘림 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","22","1758","0","0","0","0","인천광역시 서구 장고개로 275번길 3-1, 1층","","032-000-0000","","","","37.48890469","126.6819914","2025-11-14","3561000","인천광역시 서해구"
"솔라북 도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","30","4087","0","0","0","0","인천광역시 서구 검단로 609번길 1, 2층","","032-567-2001","","","","37.60933965","126.6693411","2025-11-14","3561000","인천광역시 서해구"
"아라이음 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","36","1036","0","0","0","0","인천광역시 서구 이음3로 220, 인천검단LH20단지아파트","","032-561-6481","","","","37.58850941","126.7170892","2025-11-14","3561000","인천광역시 서해구"
"e편한세상 검단어반센트로 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","40","1000","0","0","0","0","인천광역시 서구 이음3로 101, e편한세상 검단어반센트로","","032-000-0000","","","","37.58908783","126.7028069","2025-11-14","3561000","인천광역시 서해구"
"가정 행복 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","20","1011","0","0","0","0","인천광역시 서구 행복2로 40, 가정2지구1단지 행복주택","","032-000-0000","","","","","","2025-11-14","3561000","인천광역시 서해구"
"청라 자이도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","93","1396","0","0","0","0","인천광역시 서구 청라에메랄드로 30","","032-569-7874","","","","37.52767404","126.6570669","2025-11-14","3561000","인천광역시 서해구"
"루원시티2차SK리더스뷰 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","28","5029","0","0","0","0","인천광역시 서구 봉오대로 270, 루원시티2차SK리더스뷰","","032-574-4083","","","","37.52195565","126.6765082","2025-11-14","3561000","인천광역시 서해구"
"한신 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","50","1366","0","0","0","0","인천광역시 서구 서곶로255번길 14-4","","032-565-8322","","","","37.54029753","126.6751939","2025-11-14","3561000","인천광역시 서해구"
"소담터 불로작은도서관","인천광역시","서구","작은도서관","월+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","45","3251","0","0","5","14","인천광역시 서구 용해로 17, 3~4층","","032-568-3203","","","","","","2025-11-14","3561000","인천광역시 서해구"
"검단금호어울림센트럴 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","40","5594","0","0","0","0","인천광역시 서구 이음5로 65, 검단금호어울림센트럴","","032-562-1205","","","","37.59624887","126.7143568","2025-11-14","3561000","인천광역시 서해구"
"덕적작은도서관","인천광역시","옹진군","작은도서관","공휴일","09:00","15:00","09:00","15:00","00:00","00:00","25","1987","10","10","3","14","인천광역시 옹진군 덕적면 덕적남로 7 (2층)","인천광역시 옹진군 덕적면사무소","032-899-3712","2471","800.53","","37.22648044","126.1467783","2025-07-03","3580000","인천광역시 옹진군"
"연평도서관","인천광역시","옹진군","공공도서관","매주월요일","09:00","21:00","09:00","18:00","09:00","18:00","59","7164","10","10","3","14","인천광역시 옹진군 연평면 연평로 184","인천광역시 옹진군 연평면사무소","032-832-1940","1417.06","358.45","","37.66251644","125.7048912","2025-07-03","3580000","인천광역시 옹진군"
"영흥도서관","인천광역시","옹진군","공공도서관","매주월요일","09:00","21:00","09:00","18:00","09:00","18:00","92","37021","10","416","3","14","인천광역시 옹진군 영흥면 영흥로251번길 90","인천광역시 옹진군 영흥면사무소","032-886-7710","985.74","496.63","","37.25609956","126.4833427","2025-07-03","3580000","인천광역시 옹진군"
"대청도서관","인천광역시","옹진군","공공도서관","매주월요일","09:00","18:00","09:00","18:00","09:00","18:00","51","18526","10","10","5","14","인천광역시 옹진군 대청면 대청로244번길 116-22","인천광역시 옹진군 대청면사무소","032-836-9500","999.42","381.6","","37.832716","124.6955698","2025-07-03","3580000","인천광역시 옹진군"
"백령도서관","인천광역시","옹진군","공공도서관","매주월요일","09:00","21:00","09:00","21:00","09:00","18:00","38","29065","10","52","3","7","인천광역시 옹진군 백령면 백령로 260","인천광역시 옹진군 백령면사무소","032-899-3086","923.4","352.16","","37.97038803","124.7196892","2025-07-03","3580000","인천광역시 옹진군"
"인천광역시교육청서구도서관","인천광역시","서구","공공도서관","매주금요일+일요일을제외한법정공휴일","06:00","22:00","06:00","22:00","06:00","22:00","965","262532","87","12195","10","15","인천광역시 서구 건지로334번길 45","인천광역시교육청서구도서관","032-585-7100","6609","7757.11","https://lib.ice.go.kr/seogu/","37.49436027","126.6796281","2025-07-02","7310507","인천광역시교육청 인천광역시교육청서구도서관"
"초록필그림도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","10:00","14:00","10:00","14:00","00:00","00:00","42","1000","0","0","0","0","인천광역시 부평구 일신로14번길 5(일신동)","꿈넘어우리교회","","","141.12","","37.483670","126.7450353942","2025-10-31","3540000","인천광역시 부평구"
"부평마을작은도서관","인천광역시","부평구","작은도서관","일+법정공휴일","06:00","17:00","06:00","17:00","00:00","00:00","30","1476","0","0","0","0","인천광역시 부평구 부흥북로 35(부평동)","부평마을교회","032-522-2023","","59.06","","37.501560","126.7258697892","2025-10-31","3540000","인천광역시 부평구"
"홀리스디어린이도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","13:00","17:00","13:00","17:00","00:00","00:00","30","1585","0","0","0","0","인천광역시 부평구 장제로340번길 26-13(삼산동)","세계로선민교회","032-682-3774","","88.42","","37.515060","126.733600","2025-10-31","3540000","인천광역시 부평구"
"산곡글향기도서관","인천광역시","부평구","작은도서관","일+월+법정공휴일","10:00","18:00","10:00","10:00","00:00","00:00","16","8720","0","0","0","0","인천광역시 부평구 원적로 289(산곡동)","산곡교회","070-4119-4556","","49.92","","37.505040","126.698600","2025-10-31","3540000","인천광역시 부평구"
"부평현대1단지아파트작은도서관","인천광역시","부평구","작은도서관","일+법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","60","1291","0","0","0","0","인천광역시 부평구 경원대로 1269(산곡동)","부평현대1단지아파트","032-267-1473","","117","","37.490572","126.7064071","2025-10-31","3540000","인천광역시 부평구"
"한신더휴어반파크 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","60","1003","0","0","0","0","인천광역시 서구 매밭로 130, 검단한신더휴어반파크","","032-569-7967","","","","37.58727269","126.7082031","2025-11-14","3561000","인천광역시 서해구"
"포레나루원시티 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","64","1009","0","0","0","0","인천광역시 서구 서곶로 120, 포레나루원시티 아파트","","032-569-6337","","","","37.52195565","126.6765082","2025-11-14","3561000","인천광역시 서해구"
"당하마루 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","30","1007","0","0","0","0","인천광역시 서구 독정로 111, 인천검단LH36단지 아파트","","032-568-9270","","","","","","2025-11-14","3561000","인천광역시 서해구"
"마음이음 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","20","1018","0","0","0","0","인천광역시 서구 원창로 159, 3층","","032-000-0000","","","","37.51792192","126.6670859","2025-11-14","3561000","인천광역시 서해구"
"청라시티프라디움 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","10","1011","0","0","0","0","인천광역시 서구 청라한내로 131, 청라시티프라디움","","032-562-5683","","","","37.53684033","126.6267297","2025-11-14","3561000","인천광역시 서해구"
"검단신안인스빌어반퍼스트 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","32","1500","0","0","0","0","인천광역시 서구 이음1로 173, 검단신안인스빌어반퍼스트","","032-561-1992","","","","37.58189046","126.7125394","2025-11-14","3561000","인천광역시 서해구"
"디에트르 더힐 작은도서관","인천광역시","서구","작은도서관","법정공휴일","09:00","20:00","09:00","20:00","00:00","00:00","63","3000","0","0","0","0","인천광역시 서구 서로3로 255 (원당동, 검단신도시 디에트르 더 힐)","","032-568-9740","","","","37.6022774","126.708984","2025-11-14","3561000","인천광역시 서해구"
"검단LH13단지 아라작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","17:00","00:00","00:00","00:00","00:00","18","1020","0","0","2","7","인천광역시 서구 서로3로 49 (당하동, 인천검단 엘에이치 13단지)","","032-567-9907","","","","37.58421986","126.7052687","2025-11-14","3561000","인천광역시 서해구"
"로이 작은도서관","인천광역시","서구","작은도서관","휴관","00:00","00:00","00:00","00:00","00:00","00:00","12","1027","0","0","0","0","인천광역시 서구 염곡로 344-1 (신현동)","","032-000-0000","","","","37.51542354","126.6689779","2025-11-14","3561000","인천광역시 서해구"
"루원더퍼스트 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","13:00","18:00","13:00","18:00","00:00","00:00","30","5000","0","0","0","0","인천광역시 서구 봉오재2로 13 (가정동, 루원더퍼스트)","","032-569-6013","","","","37.53346514","126.6651474","2025-11-14","3561000","인천광역시 서해구"
"SK리더스뷰 작은도서관","인천광역시","서구","작은도서관","금+일+법정공휴일","10:00","18:00","10:00","18:00","00:00","00:00","44","2500","0","0","0","0","인천광역시 서구 가정로 437 (가정동, 루원시티 SK Leaderss VIEW)","","032-713-9974","","","","37.52195565","126.6765082","2025-11-14","3561000","인천광역시 서해구"
"키다리아저씨","인천광역시","서구","작은도서관","법정공휴일","10:00","17:00","10:00","17:00","00:00","00:00","30","2200","0","0","2","7","인천광역시 서구 완정로 31 (마전동)","","032-562-9179","","","","37.59541612","126.6704982","2025-11-14","3561000","인천광역시 서해구"
"선한사랑 어린이도서관","인천광역시","서구","작은도서관","일+법정공휴일","10:00","17:00","10:00","17:00","00:00","00:00","33","1304","0","0","2","7","인천광역시 서구 승학로483번길 2 (검암동)","","032-566-0696","","","","37.56515844","126.6735443","2025-11-14","3561000","인천광역시 서해구"
"위즈덤 작은도서관","인천광역시","서구","작은도서관","휴관","00:00","00:00","00:00","00:00","00:00","00:00","30","2794","0","0","0","0","인천광역시 서구 청라한내로161번길 3-9 (청라동)","","032-000-0000","","","","37.5391649","126.6276727","2025-11-14","3561000","인천광역시 서해구"
"가정LH3단지 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","09:00","17:00","10:00","17:00","00:00","00:00","24","3000","0","0","2","7","인천광역시 서구 봉오재3로 14 (가정동, 가정엘에이치3단지)","","032-569-5661","","","","37.53233704","126.6645242","2025-11-14","3561000","인천광역시 서해구"
"빛과진리 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","20","4338","0","0","2","7","인천광역시 서구 염곡로220번길 7-1 (석남동)","","032-578-8291","","","","37.50434469","126.6691833","2025-11-14","3561000","인천광역시 서해구"
"루에블리 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","17:00","00:00","00:00","00:00","00:00","15","3313","0","0","0","0","인천광역시 서구 봉오재1로 49 (신현동, 루원시티루에블리)","","032-575-3900","","","","37.52394782","126.6670938","2025-11-14","3561000","인천광역시 서해구"
"빛난이슬 작은도서관","인천광역시","서구","작은도서관","일+법정공휴일","09:00","17:00","09:00","17:00","00:00","00:00","56","2100","0","0","2","7","인천광역시 서구 청라에메랄드로 84 (청라동)","","032-299-9100","","","","37.53260237","126.656837","2025-11-14","3561000","인천광역시 서해구"
"불로 작은도서관","인천광역시","서구","작은도서관","월+법정공휴일","09:30","17:00","09:30","15:00","00:00","00:00","24","5450","2","0","2","7","인천광역시 서구 검단로 765 (불로동)","","023-565-9500","","","","37.61386507","126.6850796","2025-11-14","3561000","인천광역시 서해구"
"꿈땅 작은도서관","인천광역시","서구","작은도서관","월+법정공휴일","10:00","17:00","10:00","15:00","00:00","00:00","24","4750","0","0","2","7","인천광역시 서구 검암로30번길 21 (검암동)","","032-563-0019","","","","37.56719611","126.6826249","2025-11-14","3561000","인천광역시 서해구"
"S.F 영어 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","20","2300","0","0","2","7","인천광역시 서구 심곡로 17-1 (심곡동)","","032-563-0602","","","","37.54244373","126.6716546","2025-11-14","3561000","인천광역시 서해구"
"신현어린이도서관","인천광역시","서구","작은도서관","월~목+법정공휴일","18:00","20:00","13:00","18:00","00:00","00:00","30","1556","0","0","2","7","인천광역시 서구 새오개로111번안길 19 (신현동)","","032-000-0000","","","","37.52221027","126.6632878","2025-11-14","3561000","인천광역시 서해구"
"이든샘 작은도서관","인천광역시","서구","작은도서관","일+월+법정공휴일","10:00","18:00","10:00","18:00","00:00","00:00","36","2726","0","0","2","7","인천광역시 서구 봉화로69번길 3 (오류동)","","032-000-0000","","","","37.59946756","126.6374502","2025-11-14","3561000","인천광역시 서해구"
"루원시티센트럴타운 작은도서관","인천광역시","서구","작은도서관","토+일+법정공휴일","10:00","18:00","00:00","00:00","00:00","00:00","14","1048","0","0","0","0","인천광역시 서구 봉오재1로 36 (신현동, 루원시티센트럴타운)","","032-572-8561","","","","37.520482","126.6668257","2025-11-14","3561000","인천광역시 서해구"
"아라꿈 도서관","인천광역시","서구","작은도서관","법정공휴일","09:00","18:00","09:00","18:00","00:00","00:00","26","1350","0","0","0","0","인천광역시 서구 정서진로 651 (시천동)","","032-569-6671","","","","37.57093944","126.6730774","2025-11-14","3561000","인천광역시 서해구"
"동행 작은도서관","인천광역시","서구","작은도서관","일+월+법정공휴일","11:00","15:00","11:00","15:00","00:00","00:00","22","1138","0","0","0","0","인천광역시 서구 고래울로 6-1 (가좌동)","","032-258-1062","","","","37.48846687","126.6837645","2025-11-14","3561000","인천광역시 서해구"
"꿈을 굽는 작은도서관","인천광역시","서구","작은도서관","금+일+법정공휴일","14:00","18:00","14:00","18:00","00:00","00:00","16","6482","0","0","2","7","인천광역시 서구 원당대로 860 (당하동)","","032-000-0000","","","","37.59328217","126.6968709","2025-11-14","3561000","인천광역시 서해구"
"하늘샘 도서관","인천광역시","서구","작은도서관","휴관","00:00","00:00","00:00","00:00","00:00","00:00","20","3000","0","0","0","0","인천광역시 서구 완정로34번길 55 (마전동)","","032-562-5292","","","","37.59780318","126.674779","2025-11-14","3561000","인천광역시 서해구"
"글잎새 작은도서관","인천광역시","서구","작은도서관","휴관","00:00","00:00","00:00","00:00","00:00","00:00","15","1290","0","0","0","0","인천광역시 서구 승학로495번길 4-14 (검암동)","","032-000-0000","","","","37.56574195","126.6761717","2025-11-14","3561000","인천광역시 서해구"
