연도,시도,행정구,교육지원청,학교급,고등학교유형,학교세부유형,학교명,KEDI학교코드,본분교,설립,상태,지역규모,학교개교일,우편번호,도로명주소,전화번호,팩스번호,홈페이지,학생수,도서관(실)수,좌석수,장서수_계,도서,비도서,사서교사_사서교사_계,사서교사자격증 보유 교사,직원(사서자격증보유여부)_직원수_계,보유,미보유,예산액(단위:원)_계,자료구입비,운영비,좌석당학생수,1인당장서수
2025,인천,미추홀구,남부,초등학교,,초등학교,인천학산초등학교,231021558,본교,공립,기존(원)교,특별/광역시,20080301,22203 ,인천광역시 미추홀구 한나루로357번길 66 (학익동. 학산초등학교),032-865-7515,032-865-7520,http://ihaksan.icees.kr,835,1,24,25076,24810,266,0,0,1,1,0,25600000,18000000,7600000,34.8,30
2025,인천,미추홀구,남부,초등학교,,초등학교,인천경원초등학교,231021559,본교,공립,기존(원)교,특별/광역시,20080301,22144 ,인천광역시 미추홀구 경인로 511 (주안동. 경원초등학교),032-438-9321,032-438-9324,http://igwon.icees.kr,941,1,60,24678,24374,304,0,0,0,0,0,30900000,19000000,11900000,15.7,26.2
2025,인천,남동구,동부,초등학교,,초등학교,인천간석초등학교,233021115,본교,공립,기존(원)교,특별/광역시,19720302,21547 ,인천광역시 남동구 석산로208번길 37 (구월동. 간석초등학교),032-629-3820,032-469-1574,http://igs.icees.kr/,510,1,51,27314,26700,614,1,1,0,0,0,13383000,10883000,2500000,10,53.6
2025,인천,남동구,동부,초등학교,,초등학교,인천장서초등학교,233021133,본교,공립,기존(원)교,특별/광역시,20150901,21614 ,인천광역시 남동구 서창남순환로 109 (서창동),032-770-2900,032-441-4901,http://iejs.icees.kr,1358,1,80,16192,16007,185,1,1,0,0,0,28700000,23000000,5700000,17,11.9
2025,인천,남동구,동부,초등학교,,초등학교,인천구월초등학교,233021145,본교,공립,기존(원)교,특별/광역시,19520901,21563 ,인천광역시 남동구 인주대로 721번길 49 (구월동.구월초등학교),032-629-3700,032-629-3722,http://ikw.icees.kr/,299,1,26,13251,13213,38,1,1,0,0,0,11700000,9700000,2000000,11.5,44.3
2025,인천,남동구,동부,초등학교,,초등학교,인천구월서초등학교,233021160,본교,공립,기존(원)교,특별/광역시,19830301,21560 ,인천광역시 남동구 문화서로77번길 14 (구월동. 구월서초등학교),032-431-6821,032-431-6825,http://gws.icees.kr,924,1,19,23013,22984,29,0,0,0,0,0,20255000,18900000,1355000,48.6,24.9
2025,인천,남동구,동부,초등학교,,초등학교,인천남동초등학교,233021175,본교,공립,기존(원)교,특별/광역시,19920302,21594 ,인천광역시 남동구 장승남로33번길 10 (만수동.남동초등학교),032-462-0105,032-463-5495,http://namdonges.icees.kr,312,1,48,22694,22475,219,1,1,0,0,0,11760000,9000000,2760000,6.5,72.7
2025,인천,남동구,동부,초등학교,,초등학교,인천남촌초등학교,233021179,본교,공립,기존(원)교,특별/광역시,20020301,21627 ,인천광역시 남동구 남촌로 101 (남촌동)남촌초등학교,032-466-5693,032-466-5735,http://inamchon.icees.kr,309,1,16,31192,30989,203,0,0,1,1,0,13671000,9350000,4321000,19.3,100.9
2025,인천,남동구,동부,초등학교,,초등학교,인천논곡초등학교,233021183,본교,공립,기존(원)교,특별/광역시,19990301,21637 ,인천광역시 남동구 함박뫼로 429 인천논곡초등학교(논현동),032-446-2988,032-446-2989,http://nongok-e.icees.kr,551,1,30,27716,27542,174,1,1,0,0,0,19850000,14800000,5050000,18.4,50.3
2025,인천,남동구,동부,초등학교,,초등학교,인천담방초등학교,233021205,본교,공립,기존(원)교,특별/광역시,19940301,21596 ,인천광역시 남동구 매소홀로 1027 (만수동. 담방초등학교),032-468-8074,032-468-2006,http://dambang.icees.kr/,369,1,36,30224,30007,217,1,1,0,0,0,11220000,8420000,2800000,10.3,81.9
2025,인천,남동구,동부,초등학교,,초등학교,인천도림초등학교,233021220,본교,공립,기존(원)교,특별/광역시,19710301,21656 ,인천광역시 남동구 논고개로334번길 21 (도림동. 도림초등학교),032-441-0095,032-442-2599,http://idorim.icees.kr,320,1,28,18093,17762,331,1,1,0,0,0,12500000,9600000,2900000,11.4,56.5
2025,인천,남동구,동부,초등학교,,초등학교,인천한빛초등학교,233021248,본교,공립,기존(원)교,특별/광역시,20120501,21616 ,인천광역시 남동구 서창남순환로 190-28 (서창동),032-471-6433,032-471-4892,http://ihb.icees.kr,923,1,55,24204,23943,261,0,0,1,0,1,22760000,19610000,3150000,16.8,26.2
2025,인천,남동구,동부,초등학교,,초등학교,인천동부초등학교,233021250,본교,공립,기존(원)교,특별/광역시,19800707,21520 ,인천광역시 남동구 만수서로33번길 25 (만수동.동부초등학교),032-466-7461,032-466-7463,http://dongbu-ice.icees.kr/main.do,414,1,52,19132,19035,97,0,0,1,1,0,13300000,10400000,2900000,8,46.2
2025,인천,남동구,동부,초등학교,,초등학교,인천만수초등학교,233021280,본교,공립,기존(원)교,특별/광역시,19301101,21591 ,인천광역시 남동구 소래로 652 (만수동. 만수초등학교),032-471-4252,032-471-4251,http://mansoo.icees.kr,200,1,40,23129,23010,119,0,0,0,0,0,8570000,7070000,1500000,5,115.6
2025,인천,남동구,동부,초등학교,,초등학교,인천만수북초등학교,233021295,본교,공립,기존(원)교,특별/광역시,19830301,21524 ,인천광역시 남동구 백범로180번길 25 (만수동. 만수북초등학교),032-629-4359,032-466-7383,http://msb.icees.kr/main.do,607,1,30,28378,28037,341,1,1,0,0,0,16580000,13230000,3350000,20.2,46.8
2025,인천,남동구,동부,초등학교,,초등학교,인천사리울초등학교,233021300,본교,공립,기존(원)교,특별/광역시,20110301,21684 ,인천광역시 남동구 아암대로1437번길 50 (논현동. 사리울초등학교),032-438-9202,032-438-9210,http://sariul.icees.kr/,519,1,36,19765,19720,45,0,0,1,1,0,13330000,11000000,2330000,14.4,38.1
2025,인천,남동구,동부,초등학교,,초등학교,인천송천초등학교,233021301,본교,공립,기존(원)교,특별/광역시,20110301,21679 ,인천광역시 남동구 앵고개로815번길 45 (논현동),032-437-4860,032-437-4869,http://sc.icees.kr,320,1,50,20792,20669,123,0,0,0,0,0,11900000,9000000,2900000,6.4,65
2025,인천,남동구,동부,초등학교,,초등학교,인천원동초등학교,233021303,본교,공립,기존(원)교,특별/광역시,20110301,21675 ,인천광역시 남동구 논고개로 38 (논현동) 인천원동초등학교,032-629-7085,032-442-7354,http://wondong.icees.kr,850,1,78,22330,22330,0,0,0,0,0,0,25200000,16000000,9200000,10.9,26.3
2025,인천,남동구,동부,초등학교,,초등학교,인천만월초등학교,233021310,본교,공립,기존(원)교,특별/광역시,19890301,21586 ,인천광역시 남동구 선수촌로 28 (구월동),032-469-3923,032-469-3720,http://manwol.icees.kr,1019,1,61,27195,27132,63,0,0,0,0,0,25295000,18445000,6850000,16.7,26.7
2025,인천,남동구,동부,초등학교,,초등학교,상인천초등학교,233021340,본교,공립,기존(원)교,특별/광역시,19870901,21550 ,인천광역시 남동구 석산로141번길 29 (간석동. 상인천초등학교),032-432-7692,032-431-7446,http://sangic.icees.kr/,395,1,65,23482,23400,82,0,0,1,1,0,12150000,10400000,1750000,6.1,59.4
2025,인천,남동구,동부,초등학교,,초등학교,인천석정초등학교,233021370,본교,공립,기존(원)교,특별/광역시,19890407,21503 ,인천광역시 남동구 석정로539번길 32 (간석동.석정초등학교),032-431-3932,032-431-3935,http://icsj.icees.kr,793,1,40,26847,26119,728,0,0,0,0,0,18500000,16000000,2500000,19.8,33.9
2025,인천,남동구,동부,초등학교,,초등학교,인천석천초등학교,233021385,본교,공립,기존(원)교,특별/광역시,19810301,21561 ,인천광역시 남동구 남동대로 828 . 인천석천초등학교 (구월동),032-469-4020,032-469-0097,http://sce.icees.kr/,982,1,20,17778,17713,65,0,0,0,0,0,24956000,18366000,6590000,49.1,18.1
2025,인천,남동구,동부,초등학교,,초등학교,인천성리초등학교,233021408,본교,공립,기존(원)교,특별/광역시,19990301,21581 ,인천광역시 남동구 성리로 32-2 (구월동. 성리초등학교),032-472-0671,032-472-0238,http://sungri.icees.kr,557,1,38,25848,25558,290,1,1,0,0,0,17337000,12357000,4980000,14.7,46.4
2025,인천,남동구,동부,초등학교,,초등학교,인천소래초등학교,233021412,본교,공립,기존(원)교,특별/광역시,20020301,21669 ,인천광역시 남동구 장도로 2 (논현동. 소래초등학교),032-446-5038,032-629-6004,http://soraecho.icees.kr,505,1,40,19894,19742,152,0,0,1,1,0,13026000,10658000,2368000,12.6,39.4
2025,인천,남동구,동부,초등학교,,초등학교,인천약산초등학교,233021423,본교,공립,기존(원)교,특별/광역시,19840301,21510 ,인천광역시 남동구 간석로26번길 10 (간석동. 약산초등학교),032-424-7204,032-429-2958,http://yaksan.icees.kr,587,1,36,29508,28346,1162,0,0,0,0,0,19400000,13700000,5700000,16.3,50.3
2025,인천,남동구,동부,초등학교,,초등학교,인천인동초등학교,233021483,본교,공립,기존(원)교,특별/광역시,20000301,21518 ,인천광역시 남동구 백범로248번길 38 . 인천인동초등학교 (만수동),032-629-5788,032-466-6485,http://indong.icees.kr/,771,1,30,33073,32714,359,1,1,0,0,0,20960000,16200000,4760000,25.7,42.9
2025,인천,남동구,동부,초등학교,,초등학교,인천인수초등학교,233021490,본교,공립,기존(원)교,특별/광역시,19880901,21528 ,인천광역시 남동구 인수로 3 (만수동. 인수초등학교),032-461-8906,032-461-5260,http://insu.icees.kr/main.do,252,1,32,15715,15631,84,0,0,1,1,0,8756000,7406000,1350000,7.9,62.4
2025,인천,남동구,동부,초등학교,,초등학교,인천장수초등학교,233021505,본교,공립,기존(원)교,특별/광역시,19910301,21541 ,인천광역시 남동구 담방로 121 (만수동. 장수초등학교),032-463-4279,032-461-6292,http://jangsu.icees.kr/main.do,103,1,50,18874,18655,219,1,1,0,0,0,6320000,5600000,720000,2.1,183.2
2025,인천,남동구,동부,초등학교,,초등학교,인천장아초등학교,233021506,본교,공립,기존(원)교,특별/광역시,20190501,21610 ,인천광역시 남동구 서창방산로 93 . 인천장아초등학교 (서창동),032-770-7000,032-465-7088,http://janga.icees.kr,896,1,40,15720,15712,8,0,0,1,1,0,22100000,18500000,3600000,22.4,17.5
2025,인천,남동구,동부,초등학교,,초등학교,인천조동초등학교,233021520,본교,공립,기존(원)교,특별/광역시,19871015,21522 ,인천광역시 남동구 백범로124번길 164 (만수동. 조동초등학교),032-472-3012,032-472-3015,http://www.jodong.icees.kr,387,1,45,14250,14126,124,1,1,0,0,0,14970000,10450000,4520000,8.6,36.8
2025,인천,남동구,동부,초등학교,,초등학교,인천주원초등학교,233021535,본교,공립,기존(원)교,특별/광역시,19790901,21506 ,인천광역시 남동구 주안로259번길 28 (간석동. 주원초등학교),032-431-0042,032-431-0043,http://juwon.icees.kr/,242,1,66,17318,17214,104,0,0,0,0,0,10900000,9000000,1900000,3.7,71.6
2025,인천,남동구,동부,초등학교,,초등학교,인천고잔초등학교,233021589,본교,공립,기존(원)교,특별/광역시,20090901,21685 ,인천광역시 남동구 아암대로1503번길 48 . 인천고잔초등학교 (논현동),032-433-0462,032-439-6868,https://kojan.icees.kr/,826,1,60,27816,27796,20,0,0,1,1,0,21876000,15776000,6100000,13.8,33.7
2025,인천,남동구,동부,초등학교,,초등학교,인천신월초등학교,233021621,본교,공립,기존(원)교,특별/광역시,20030901,21588 ,인천광역시 남동구 인주대로776번길 14 . 인천신월초등학교 (구월동. 신월초등학교),032-629-6100,032-629-6090,http://shinwol.icees.kr,223,1,28,25296,25044,252,0,0,1,1,0,8759000,7159000,1600000,8,113.4
2025,인천,남동구,동부,초등학교,,초등학교,인천새말초등학교,233021622,본교,공립,기존(원)교,특별/광역시,20040301,21525 ,인천광역시 남동구 만수로50번길 12 (만수동. 새말초등학교),032-472-6122,032-472-6125,http://saemal.icees.kr/,358,1,32,22372,22121,251,0,0,1,1,0,14000000,9300000,4700000,11.2,62.5
2025,인천,남동구,동부,초등학교,,초등학교,인천서창초등학교,233021624,본교,공립,기존(원)교,특별/광역시,20040301,21605 ,인천광역시 남동구 장아산로174번길 8 (서창동. 서창초등학교),032-465-0226,032-465-0227,http://seochang.icees.kr/,735,1,62,24820,24728,92,0,0,1,0,1,24452000,16976000,7476000,11.9,33.8
2025,인천,남동구,동부,초등학교,,초등학교,인천장도초등학교,233021625,본교,공립,기존(원)교,특별/광역시,20060501,21662 ,인천광역시 남동구 포구로 112 (논현동. 인천장도초등학교),032-446-9781,032-629-6483,http://jangdo.icees.kr,267,1,80,16985,16659,326,0,0,1,1,0,11400000,7650000,3750000,3.3,63.6
2025,인천,남동구,동부,초등학교,,초등학교,인천동방초등학교,233021626,본교,공립,기존(원)교,특별/광역시,20060901,21651 ,인천광역시 남동구 논현역로 31 (논현동. 동방초등학교),032-442-0343,032-442-0340,http://www.i-db.icees.kr,511,1,50,29118,28887,231,0,0,0,0,0,14412000,11812000,2600000,10.2,57
2025,인천,남동구,동부,초등학교,,초등학교,인천논현초등학교,233021627,본교,공립,기존(원)교,특별/광역시,20070901,21664 ,인천광역시 남동구 소래역로 102 (논현동. 논현초등학교),032-446-5191,032-446-5176,http://inh.icees.kr/main.do,591,1,42,15642,15642,0,0,0,1,1,0,15236000,11336000,3900000,14.1,26.5
2025,인천,남동구,동부,초등학교,,초등학교,인천은봉초등학교,233021628,본교,공립,기존(원)교,특별/광역시,20070901,21659 ,인천광역시 남동구 은봉로312번길 11 . 은봉초등학교 (논현동),032-446-5395,032-446-5327,http://ieb.icees.kr/,362,1,30,23561,23359,202,1,1,0,0,0,13000000,10000000,3000000,12.1,65.1
2025,인천,남동구,동부,초등학교,,초등학교,인천정각초등학교,233021629,본교,공립,기존(원)교,특별/광역시,20070901,21562 ,인천광역시 남동구 구월로 228 (구월동.정각초등학교),032-462-7646,032-462-8155,http://jge.icees.kr,950,1,38,22428,22428,0,1,1,0,0,0,27568000,16968000,10600000,25,23.6
2025,인천,남동구,동부,초등학교,,초등학교,인천상아초등학교,233021631,본교,공립,기존(원)교,특별/광역시,20080301,21548 ,인천광역시 남동구 석산로184번길 66 (간석동. 상아초등학교),032-473-3023,032-473-3030,http://sang-a.icees.kr,630,1,13,22740,22647,93,0,0,1,1,0,15400000,10000000,5400000,48.5,36.1
2025,인천,부평구,북부,초등학교,,초등학교,인천개흥초등학교,232021024,본교,공립,기존(원)교,특별/광역시,19920504,21355 ,인천광역시 부평구 길주남로65번길 11 (부평동. 인천개흥초등학교),032-512-9688,032-512-9685,http://igh.icees.kr,316,1,30,22873,22654,219,1,1,0,0,0,12803000,9900000,2903000,10.5,72.4
2025,인천,부평구,북부,초등학교,,초등학교,인천대정초등학교,232021072,본교,공립,기존(원)교,특별/광역시,19870301,21381 ,인천광역시 부평구 안남로 115 (산곡동. 인천대정초등학교),032-527-0684,032-527-0686,http://www.daejung.icees.kr/main.do,471,1,28,25601,25599,2,0,0,0,0,0,13000000,9800000,3200000,16.8,54.4
2025,인천,부평구,북부,초등학교,,초등학교,인천상정초등학교,232021093,본교,공립,기존(원)교,특별/광역시,19890301,21442 ,인천광역시 부평구 상정로 50 (십정동. 인천상정초등학교),032-627-8607,032-627-8610,http://sje.icees.kr,288,1,50,15623,15493,130,1,0,0,0,0,13754000,10994000,2760000,5.8,54.2
2025,인천,부평구,북부,초등학교,,초등학교,인천갈산초등학교,232021132,본교,공립,기존(원)교,특별/광역시,19930301,21331 ,인천광역시 부평구 갈월동로 55 (갈산동.갈산초등학교),032-508-5592,032-517-5274,http://igalsan.icees.kr/,190,1,30,23841,23549,292,1,1,0,0,0,8250000,7500000,750000,6.3,125.5
2025,인천,부평구,북부,초등학교,,초등학교,인천갈월초등학교,232021136,본교,공립,기존(원)교,특별/광역시,20010301,21335 ,인천광역시 부평구 주부토로 165 (갈산동. 인천갈월초등학교),032-507-7109,032-507-7113,http://galwol.icees.kr,474,1,60,21529,20668,861,1,1,0,0,0,16034000,12934000,3100000,7.9,45.4
2025,인천,부평구,북부,초등학교,,초등학교,인천구산초등학교,232021166,본교,공립,기존(원)교,특별/광역시,19960901,21345 ,인천광역시 부평구 부개로 93 (부개동. 인천구산초등학교),032-361-0833,032-361-0834,http://igusan.icees.kr/main.do,285,1,30,24001,24001,0,1,1,0,0,0,16880000,13200000,3680000,9.5,84.2
2025,인천,부평구,북부,초등학교,,초등학교,인천동수초등학교,232021180,본교,공립,기존(원)교,특별/광역시,19910901,21458 ,인천광역시 부평구 동수로120번길 10 (부개동),032-518-4222,032-518-4168,http://dses.icees.kr,617,1,30,20015,19651,364,0,0,0,0,0,16130000,13140000,2990000,20.6,32.4
2025,인천,부평구,북부,초등학교,,초등학교,인천동암초등학교,232021188,본교,공립,기존(원)교,특별/광역시,19670302,21438 ,인천광역시 부평구 동암남로35번길 4 . 동암초등학교 (십정동.동암초등학교),032-424-6670,032-628-0691,http://dongam.icees.kr/main.do,295,1,24,22031,21796,235,1,1,1,0,1,11250000,9450000,1800000,12.3,74.7
2025,인천,부평구,북부,초등학교,,초등학교,인천마곡초등학교,232021196,본교,공립,기존(원)교,특별/광역시,19890901,21307 ,인천광역시 부평구 마곡로27번길 16 (산곡동.인천마곡초등학교),032-522-4312,032-522-4352,http://magok.icees.kr/main.do,119,1,26,17861,17646,215,1,1,0,0,0,7360000,5260000,2100000,4.6,150.1
2025,인천,부평구,북부,초등학교,,초등학교,인천마장초등학교,232021200,본교,공립,기존(원)교,특별/광역시,19970301,21363 ,인천광역시 부평구 안남로 266 (청천동. 인천마장초등학교),032-505-5094,032-505-5095,http://majang.icees.kr,543,1,43,23813,23808,5,0,0,1,1,0,14610000,13000000,1610000,12.6,43.9
2025,인천,부평구,북부,초등학교,,초등학교,인천미산초등학교,232021206,본교,공립,기존(원)교,특별/광역시,20010301,21363 ,인천광역시 부평구 원적로 391 (산곡동. 미산초등학교),032-502-4524,032-502-4007,http://misan.icees.kr/,219,1,67,19328,19017,311,0,0,0,0,0,8910000,6720000,2190000,3.3,88.3
2025,인천,부평구,북부,초등학교,,초등학교,인천백운초등학교,232021218,본교,공립,기존(원)교,특별/광역시,20000901,21434 ,인천광역시 부평구 아트센터로 130 (십정동),032-507-6832,032-507-6835,http://ic-baegun.icees.kr/,478,1,44,27949,27424,525,0,0,1,1,0,14259000,10659000,3600000,10.9,58.5
2025,인천,부평구,북부,초등학교,,초등학교,인천부개초등학교,232021228,본교,공립,기존(원)교,특별/광역시,19550501,21420 ,인천광역시 부평구 마분로 9. 인천부개초등학교 (부개동. 인천부개초등학교),032-525-0042,032-516-3551,http://bugae.icees.kr,195,1,60,18327,17983,344,0,0,1,1,0,7650000,6350000,1300000,3.3,94
2025,인천,부평구,북부,초등학교,,초등학교,인천부개서초등학교,232021236,본교,공립,기존(원)교,특별/광역시,19830928,21401 ,인천광역시 부평구 부일로 39 (부개동. 인천 부개서초등학교),032-502-5306,032-516-4328,http://bugaeseo.icees.kr,1054,1,27,15283,15283,0,1,1,1,0,1,23850000,20000000,3850000,39,14.5
2025,인천,부평구,북부,초등학교,,초등학교,인천부곡초등학교,232021240,본교,공립,기존(원)교,특별/광역시,19950901,21376 ,인천광역시 부평구 마장로272번길 73 (산곡동),032-504-3254,032-504-3258,http://bugok.icees.kr/,912,1,24,28552,28262,290,1,1,1,0,1,22900000,20400000,2500000,38,31.3
2025,인천,부평구,북부,초등학교,,초등학교,인천부광초등학교,232021244,본교,공립,기존(원)교,특별/광역시,19840301,21349 ,인천광역시 부평구 충선로 104 (부개동),032-522-3375,032-515-0915,http://bugwang-e.icees.kr,350,1,25,18582,18329,253,0,0,1,1,0,14734000,12934000,1800000,14,53.1
2025,인천,부평구,북부,초등학교,,초등학교,인천부내초등학교,232021248,본교,공립,기존(원)교,특별/광역시,19980301,21350 ,인천광역시 부평구 수변로 129 (부개동),032-361-8122,032-361-8124,http://bunae.icees.kr/main.do,555,1,26,17781,17773,8,0,0,1,1,0,15960000,14000000,1960000,21.3,32
2025,인천,부평구,북부,초등학교,,초등학교,인천부마초등학교,232021250,본교,공립,기존(원)교,특별/광역시,20000301,21362 ,인천광역시 부평구 안남로253번길 41 (산곡동. 인천부마초등학교),032-628-2165,032-519-2547,http://buma.icees.kr,654,1,43,21566,21554,12,0,0,1,1,0,11200000,8400000,2800000,15.2,33
2025,인천,부평구,북부,초등학교,,초등학교,인천부원초등학교,232021252,본교,공립,기존(원)교,특별/광역시,19820901,21378 ,인천광역시 부평구 원적로472번길 29 (부평동. 인천부원초등학교),032-504-8470,032-503-8480,http://pwe.icees.kr,602,2,85,23141,22743,398,0,0,1,0,1,14170000,12200000,1970000,7.1,38.4
2025,인천,부평구,북부,초등학교,,초등학교,인천부평남초등학교,232021276,본교,공립,기존(원)교,특별/광역시,19621105,21408 ,인천광역시 부평구 경인로911번길 28 (부평동. 인천부평남초등학교),032-522-0454,032-516-3485,http://bunam.icees.kr,768,1,60,34044,33213,831,1,1,0,0,0,26410000,20000000,6410000,12.8,44.3
2025,인천,부평구,북부,초등학교,,초등학교,인천부평동초등학교,232021284,본교,공립,기존(원)교,특별/광역시,19400406,21359 ,인천광역시 부평구 부평대로88번길 19 (부평동. 인천부평동초등학교),032-503-0907,032-516-1124,http://budongi.icees.kr,831,1,28,19578,19464,114,1,1,1,0,1,27967000,18647000,9320000,29.7,23.6
2025,인천,부평구,북부,초등학교,,초등학교,인천부평북초등학교,232021292,본교,공립,기존(원)교,특별/광역시,19680301,21317 ,인천광역시 부평구 주부토로 292 (갈산동. 인천부평북초등학교),032-628-0705,032-513-7582,https://bubuk.icees.kr,282,1,52,19299,18993,306,2,1,1,1,0,12600000,12000000,600000,5.4,68.4
2025,인천,부평구,북부,초등학교,,초등학교,인천부평서초등학교,232021300,본교,공립,기존(원)교,특별/광역시,19460901,21388 ,인천광역시 부평구 부평문화로53번길 19 . 부평서초등학교 (부평동. 북부교육청),032-529-7543,032-529-7540,http://bps.icees.kr,687,1,70,17690,17612,78,0,0,1,1,0,18000000,17000000,1000000,9.8,25.7
2025,인천,부평구,북부,초등학교,,초등학교,인천부흥초등학교,232021308,본교,공립,기존(원)교,특별/광역시,19640313,21397 ,인천광역시 부평구 부흥로366번길 34 (부평동. 인천부흥초등학교),032-522-6708,032-516-2760,http://bh.icees.kr,1016,1,33,26381,26294,87,1,1,0,0,0,26600000,20000000,6600000,30.8,26
2025,인천,부평구,북부,초등학교,,초등학교,인천부일초등학교,232021312,본교,공립,기존(원)교,특별/광역시,19990301,21347 ,인천광역시 부평구 부흥북로 175 (부개동. 인천부일초등학교),032-458-9085,032-361-2145,http://puil.icees.kr,276,1,60,13006,13006,0,0,0,1,1,0,11670000,10000000,1670000,4.6,47.1
2025,인천,부평구,북부,초등학교,,초등학교,인천산곡초등학교,232021316,본교,공립,기존(원)교,특별/광역시,19531010,21369 ,인천광역시 부평구 길주로354번길 39 (산곡동. 인천산곡초등학교),032-518-1783,032-516-2850,http://sangok.icees.kr/,427,1,80,25433,25377,56,0,0,0,0,0,10830000,9830000,1000000,5.3,59.6
2025,인천,부평구,북부,초등학교,,초등학교,인천산곡남초등학교,232021324,본교,공립,기존(원)교,특별/광역시,19860301,21380 ,인천광역시 부평구 부흥로144번길 30 (산곡동. 산곡남초등학교),032-516-7390,032-516-7391,http://sangoknam.icees.kr,417,1,82,22420,22314,106,0,0,1,1,0,12370000,10850000,1520000,5.1,53.8
2025,인천,부평구,북부,초등학교,,초등학교,인천산곡북초등학교,232021332,본교,공립,기존(원)교,특별/광역시,19840301,21309 ,인천광역시 부평구 산청로 18 (산곡동),032-628-1126,032-522-5094,http://sgb.icees.kr,515,1,36,17959,17779,180,0,0,1,1,0,11860000,8000000,3860000,14.3,34.9
2025,인천,부평구,북부,초등학교,,초등학교,인천삼산초등학교,232021340,본교,공립,기존(원)교,특별/광역시,19860301,21318 ,인천광역시 부평구 후정동로 44 (삼산동),032-525-0163,032-503-6084,http://isamsan.icees.kr/,502,1,98,29703,29456,247,0,0,0,0,0,16500000,15000000,1500000,5.1,59.2
2025,인천,부평구,북부,초등학교,,초등학교,인천용마초등학교,232021344,본교,공립,기존(원)교,특별/광역시,19990901,21312 ,인천광역시 부평구 세월천로30번길 58 (청천동. 인천용마초등학교),032-523-2795,032-523-2799,http://ym.icees.kr,495,1,35,21514,21265,249,0,0,1,1,0,19500000,16800000,2700000,14.1,43.5
2025,인천,부평구,북부,초등학교,,초등학교,인천신촌초등학교,232021436,본교,공립,기존(원)교,특별/광역시,19820901,21375 ,인천광역시 부평구 경원대로 1215 (십정동. 인천신촌초등학교),032-522-2484,032-526-6657,http://icsce.icees.kr/,328,1,40,19733,19528,205,1,1,0,0,0,12150000,9500000,2650000,8.2,60.2
2025,인천,부평구,북부,초등학교,,초등학교,인천십정초등학교,232021460,본교,공립,기존(원)교,특별/광역시,19840301,21451 ,인천광역시 부평구 배곶북로 10-6 . 인천십정초등학교(십정동),032-628-1187,032-424-4075,http://sipjeong.icees.kr/,179,1,34,22451,22221,230,0,0,0,0,0,9900000,8000000,1900000,5.3,125.4
2025,인천,부평구,북부,초등학교,,초등학교,인천일신초등학교,232021476,본교,공립,기존(원)교,특별/광역시,19850901,21422 ,인천광역시 부평구 항동로75번길 36 (일신동),032-503-9603,032-503-9617,http://ise.icees.kr/main.do,278,1,60,19142,19060,82,1,1,0,0,0,11431000,7966000,3465000,4.6,68.9
2025,인천,부평구,북부,초등학교,,초등학교,인천청천초등학교,232021516,본교,공립,기존(원)교,특별/광역시,19730301,21303 ,인천광역시 부평구 산청로127번길 10 (청천동),032-516-2823,032-516-2830,http://icce.icees.kr/,1019,1,100,17899,17552,347,0,0,1,1,0,32300000,20000000,12300000,10.2,17.6
2025,인천,부평구,북부,초등학교,,초등학교,인천하정초등학교,232021524,본교,공립,기존(원)교,특별/광역시,19910501,21444 ,인천광역시 부평구 이규보로 14 (십정동. 인천하정초등학교),032-429-3866,032-428-3727,http://hj.icees.kr/,470,1,100,18058,17922,136,1,1,0,0,0,13650000,10000000,3650000,4.7,38.4
2025,인천,부평구,북부,초등학교,,초등학교,인천한길초등학교,232021528,본교,공립,기존(원)교,특별/광역시,20000901,21321 ,인천광역시 부평구 영성중로 32 (삼산동),032-507-4874,032-507-4875,http://hangil.icees.kr/main.do,447,1,85,27316,27065,251,0,0,1,1,0,14994000,10994000,4000000,5.3,61.1
2025,인천,부평구,북부,초등학교,,초등학교,인천후정초등학교,232021557,본교,공립,기존(원)교,특별/광역시,20030901,21319 ,인천광역시 부평구 영성서로 56 (삼산동),032-517-2651,032-517-2496,http://hujeong.icees.kr/,297,1,70,14597,14166,431,0,0,1,1,0,12380000,10000000,2380000,4.2,49.1
2025,인천,부평구,북부,초등학교,,초등학교,인천굴포초등학교,232021558,본교,공립,기존(원)교,특별/광역시,20040901,21341 ,인천광역시 부평구 충선로234번길 19 . 인천굴포초등학교 (삼산동),032-511-3870,032-511-3879,http://gulpo.icees.kr,749,1,141,18341,18005,336,1,1,0,0,0,18510000,13000000,5510000,5.3,24.5
2025,인천,부평구,북부,초등학교,,초등학교,인천진산초등학교,232021559,본교,공립,기존(원)교,특별/광역시,20040901,21342 ,인천광역시 부평구 굴포로 194-10 (삼산동. 인천진산초등학교),032-511-3713,032-511-3712,http://ijs.icees.kr,207,1,40,14690,14690,0,1,1,0,0,0,9400000,8000000,1400000,5.2,71
2025,인천,부평구,북부,초등학교,,초등학교,인천영선초등학교,232021601,본교,공립,기존(원)교,특별/광역시,20050901,21323 ,인천광역시 부평구 충선로 293 (삼산동.영선초등학교),032-521-7384,032-521-7386,http://iys.icees.kr,612,1,48,21572,21369,203,0,0,1,1,0,16642000,12682000,3960000,12.8,35.2
