교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세모집정원수,4세모집정원수,5세모집정원수,혼합모집정원수,특수학급모집정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,위도,경도,
인천광역시교육청,남부교육지원청,해승유치원,사립(사인),정미영,정미영,19950502,19950502,인천광역시 미추홀구 학익소로61번길 93,032-872-4626,032-872-4627,https://www.hskinder.co.kr/,07시00분~21시00분,2,1,1,0,0,120,60,30,30,0,0,28,20,27,0,0,37.44288996,126.6753311,
인천광역시교육청,동부교육지원청,간석유치원,사립(사인),박영민,박치호,19851207,20181224,인천광역시 남동구 석산로220번길 18,032-467-6446,032-213-6446, ,07시30분~19시00분,1,2,2,0,0,113,18,46,49,0,0,7,16,24,0,0,37.46003524,126.7159547,
인천광역시교육청,동부교육지원청,경희유치원,사립(사인),송경희,송경희,20071213,20071213,인천광역시 남동구 찬우물로 9-3,032-473-7979,032-462-2255,http://kyounghee.kidis.co.kr,08시00분~18시30분,3,3,3,0,0,240,63,76,84,0,0,63,76,81,0,0,37.43863139,126.718626,
인천광역시교육청,동부교육지원청,글로벌레인보우유치원,사립(사인),박연희,박현주,20150622,20150901,인천광역시 연수구 센트럴로 233,032-858-8600, , ,09시00분~19시00분,8,9,8,0,0,605,192,216,197,0,0,191,212,197,0,0,37.39599034,126.6366422,
인천광역시교육청,동부교육지원청,기암유치원,사립(사인),박훈일,박영주,20000731,20000731,인천광역시 남동구 서판로 43,032-465-1145,032-232-4987,https://cafe.naver.com/kiamschool,09시00분~19시00분,1,1,2,0,0,230,18,26,44,0,0,10,22,34,0,0,37.46424158,126.7246574,
인천광역시교육청,동부교육지원청,꿈동산유치원,사립(사인),이명옥,이명옥,19950204,19950204,인천광역시 연수구 용담로 3,032-815-8871,032-815-8872, ,09시00분~19시00분,2,2,3,1,0,168,44,38,66,20,0,44,38,65,20,0,37.42394445,126.669667,
인천광역시교육청,동부교육지원청,꿈의보람유치원,사립(사인),정은덕,정은덕,20080513,20080513,인천광역시 남동구 인주대로721번길 56,032-462-6333,032-462-6334, ,07시00분~21시00분,1,1,2,0,0,74,18,22,34,0,0,17,21,32,0,0,37.45181537,126.7175201,
인천광역시교육청,동부교육지원청,논현유치원,공립(단설),이정희,이정희,20090330,20090330,인천광역시 남동구 은봉로 177,032-629-9480,032-629-9499,http://nhu.icekg.kr,09시00분~19시00분,1,2,2,0,2,89,13,36,40,0,8,11,26,29,0,8,37.40554166,126.7098063,
인천광역시교육청,동부교육지원청,다샘유치원,사립(사인),이미경,이미경,19960301,19960301,인천광역시 연수구 먼우금로83번길 12,032-816-2509,032-816-2508, ,09시00분~21시00분,1,2,1,0,0,130,50,40,40,0,0,17,18,16,0,0,37.40688132,126.6697261,
인천광역시교육청,동부교육지원청,다슬기유치원,사립(법인),심현일,이성희(직무대리),19980701,19980701,인천광역시 연수구 새말로 134,032-821-3833,032-817-3283, ,09시00분~19시00분,1,1,2,0,0,200,25,24,52,0,0,8,16,24,0,0,37.41707014,126.6831688,
인천광역시교육청,동부교육지원청,동심유치원,사립(사인),권태악,우명자,19880226,19880226,인천광역시 남동구 성말로35번길 61,032-433-7335,032-433-7336,http://www.dongsim.kg.kr,09시00분~19시00분,2,3,3,0,0,308,46,69,84,0,0,32,46,68,0,0,37.4480341,126.704812,
인천광역시교육청,동부교육지원청,동화나라유치원,사립(사인),채영순,채영순,19950301,19950301,인천광역시 연수구 원인재로 14,032-813-6304,032-813-6310,https://cafe.naver.com/dhna8136304,09시00분~19시00분,1,2,1,0,0,160,25,50,28,0,0,20,34,26,0,0,37.40175348,126.669979,
인천광역시교육청,동부교육지원청,미상지유치원,사립(사인),이정식,황은영,20060511,20060511,인천광역시 연수구 용담로62번길 14,032-814-2811,032-814-2711, ,08시00분~19시00분,2,2,2,0,0,180,60,60,60,0,0,45,54,52,0,0,37.41826437,126.6733043,
인천광역시교육청,동부교육지원청,미예뜰유치원,사립(사인),문순자,문순자,20101206,20110301,인천광역시 남동구 경신로 42,032-466-3051,032-465-3051,http://www.miyeddlei.net/,09시00분~19시00분,3,3,2,0,0,193,60,75,58,0,0,59,75,57,0,0,37.44214721,126.7277596,
인천광역시교육청,동부교육지원청,바다의별유치원,사립(사인),김효식,김효식,19900301,19900301,인천광역시 연수구 옥련로 33,032-833-1466,032-833-7466,http://www.seastarkids.com,08시00분~19시00분,2,2,2,0,0,139,39,48,52,0,0,22,42,46,0,0,37.42785064,126.6446006,
인천광역시교육청,동부교육지원청,반디유치원,사립(사인),임정화,임정화,20150610,20150801,인천광역시 남동구 서창남순환로 124,032-463-2368,032-462-2368, ,09시10분~18시00분,2,4,5,0,0,346,72,100,125,0,0,28,80,109,0,0,37.42927647,126.7438878,
인천광역시교육청,동부교육지원청,복자유치원,사립(법인),이순이,박미영,20001227,20010301,인천광역시 남동구 백범로247번길 47-23,032-464-2740,032-461-5076,http://www.bja.or.kr,08시40분~19시00분,2,2,2,0,0,107,36,48,52,0,0,30,41,36,0,0,37.45891018,126.7231619,
인천광역시교육청,동부교육지원청,부광예능유치원,사립(사인),손남숙,손남숙,19930302,19930302,인천광역시 연수구 원인재로 56,032-815-7475, ,https://bgekinder.kidsnote.ac/,09시30분~19시00분,1,2,2,0,0,135,35,50,50,0,0,15,22,48,0,0,37.40356692,126.6744728,
인천광역시교육청,동부교육지원청,부광유치원,사립(사인),박수미,유혜자,19951206,19951206,인천광역시 연수구 원인재로 124,032-816-1064,032-816-1084,http://bukwangkid.kidis.co.kr,09시00분~19시00분,2,1,2,0,0,170,46,30,58,0,0,27,30,55,0,0,37.40947453,126.6796701,
인천광역시교육청,동부교육지원청,브레인유치원,사립(사인),김진수,김순옥(직무대리),20110516,20110520,인천광역시 남동구 논고개로175번길 22-9,032-433-9700,032-437-4343, ,09시00분~19시00분,2,4,4,0,0,299,40,80,90,0,0,23,74,88,0,0,37.40698972,126.7215636,
인천광역시교육청,동부교육지원청,사랑유치원,사립(사인),황규명 황규환,황규명,19930217,19930217,인천광역시 연수구 선학로 100,032-814-7324,032-814-7325, ,09시30분~19시00분,1,2,2,1,0,118,19,42,39,18,0,14,40,39,13,0,37.42729766,126.6997504,
인천광역시교육청,동부교육지원청,삼성유치원,사립(사인),김정옥,김정옥,20080825,20080825,인천광역시 남동구 용천로 49,032-465-4928,032-465-4929, ,07시00분~19시00분,1,2,2,0,0,120,32,44,44,0,0,17,23,44,0,0,37.45394208,126.7139153,
인천광역시교육청,동부교육지원청,새싹유치원,사립(사인),김홍철,김지홍,19950321,19950321,인천광역시 연수구 청량로109번길 22,032-831-2320,032-831-2321, ,09시30분~19시00분,2,2,2,0,0,210,40,44,52,0,0,20,31,32,0,0,37.41733349,126.6540963,
인천광역시교육청,동부교육지원청,새예지유치원,사립(사인),김식훈,김춘자,20080110,20080110,인천광역시 남동구 용천로 50,032-473-0923, , ,07시30분~19시00분,2,2,2,0,0,160,38,50,56,0,0,38,49,56,0,0,37.45388754,126.714932,
인천광역시교육청,동부교육지원청,새인예유치원,사립(사인),최연희,김정옥,19850301,19850301,인천광역시 남동구 구월남로 52-1,032-425-4488,032-425-3341, ,08시30분~19시00분,0,0,0,2,0,70,0,0,0,70,0,0,0,0,52,0,37.45362772,126.6950683,
인천광역시교육청,동부교육지원청,새하늘유치원,사립(사인),나경례,소경희,19960523,19960523,인천광역시 연수구 원인재로 232,032-819-0095,032-819-9789, ,09시00분~19시00분,1,1,1,0,0,90,24,26,26,0,0,17,18,14,0,0,37.41518937,126.6884552,
인천광역시교육청,동부교육지원청,샤인유치원,사립(법인),이서율,백은정,20080331,20080401,인천광역시 남동구 은봉로375번길 108,032-435-7782,032-435-7783, ,08시00분~19시00분,3,4,3,0,0,229,80,84,65,0,0,56,82,72,0,0,37.40875943,126.7309803,
인천광역시교육청,동부교육지원청,소담숲유치원,사립(사인),변정자,조유리,20080331,20080331,인천광역시 남동구 남동대로 860-1,032-464-7959,032-464-7957, ,09시00분~21시00분,2,2,2,0,0,147,42,51,54,0,0,34,36,51,0,0,37.45719092,126.7107267,
인천광역시교육청,동부교육지원청,송도국제유치원,사립(사인),김승은,김정순,20141128,20141128,인천광역시 연수구 송도교육로 27,032-822-3363,032-817-3363,https://www.sik-i.com/main/main.html,09시00분~19시00분,7,7,6,0,0,532,182,197,153,0,0,173,197,151,0,0,37.37335699,126.6567179,
인천광역시교육청,동부교육지원청,수피아유치원,사립(사인),박길자,박길자,20131128,20140301,인천광역시 남동구 찬우물로29번길 12,032-472-4816,032-472-4818, ,08시00분~19시00분,4,3,2,0,0,320,52,72,60,0,0,43,53,48,0,0,37.43764582,126.7214347,
인천광역시교육청,동부교육지원청,신도유치원,사립(사인),김신도,이숙향,19931115,19940302,인천광역시 연수구 먼우금로 302,032-813-9889,032-814-2685, ,07시30분~19시00분,1,1,2,0,0,86,26,26,28,0,0,7,19,30,0,0,37.42262609,126.6829072,
인천광역시교육청,동부교육지원청,신명유치원,사립(사인),박송자,박송자,19901126,19901126,인천광역시 남동구 백범로101번길 25,032-464-7117,032-464-1228,https://symkids.modoo.at,09시00분~19시00분,2,2,2,0,0,139,36,48,54,0,0,21,26,47,0,0,37.45255104,126.734473,
인천광역시교육청,동부교육지원청,아름솔유치원,사립(사인),김미경,김미경,19940104,19940104,인천광역시 연수구 청능대로 124,032-812-4728,032-811-4728,https://sol4728.kidsnote.ac,09시00분~19시00분,2,2,2,0,0,150,46,48,56,0,0,46,46,55,0,0,37.41131286,126.6768844,
인천광역시교육청,동부교육지원청,아삽유치원,사립(사인),김미자,김미자,20131018,20140302,인천광역시 남동구 백범로247번길 58,032-267-7803,032-469-7803,http://cafe.naver.com/asaphk,07시00분~22시00분,1,1,2,0,0,80,16,24,40,0,0,10,18,30,0,0,37.45799005,126.7215419,
인천광역시교육청,동부교육지원청,아이웰유치원,사립(사인),최영란,최영란,20100614,20100614,인천광역시 연수구 청량로194번길 6,032-832-0033, , ,09시00분~19시00분,1,3,2,0,0,144,25,69,50,0,0,15,59,49,0,0,37.42406672,126.6529808,
인천광역시교육청,동부교육지원청,아이큰별유치원,사립(사인),조남희,조주연,20150624,20150901,인천광역시 남동구 선수촌공원로 56,032-469-9700,032-469-9701,https://cafe.naver.com/ibigstarkindergarten,09시00분~19시00분,3,3,3,0,0,308,54,88,76,0,0,36,54,65,0,0,37.44398402,126.7104126,
인천광역시교육청,동부교육지원청,에듀피아유치원,사립(법인),주)양광건설,김경화,20150622,20150901,인천광역시 남동구 장아산로232번길 16-5,032-471-0022,032-471-2500,https://www.instagram.com/edupiakinder/,09시00분~19시00분,5,5,6,0,0,426,91,130,168,0,0,91,130,146,0,0,37.43033437,126.7507768,
인천광역시교육청,동부교육지원청,에이스화인유치원,사립(사인),지재웅,김현미,20130116,20130301,인천광역시 남동구 에코중앙로84번길 9,032-431-5271, , ,08시00분~19시00분,5,6,4,0,0,400,120,130,150,0,0,96,145,122,0,0,37.38619996,126.7210337,
인천광역시교육청,동부교육지원청,연수유치원,사립(사인),유민정,최미정,20020201,20020201,인천광역시 연수구 새말로 111,032-811-5527, ,https://cafe.naver.com/yeonsookindergarten/2,09시00분~19시00분,1,2,2,0,0,156,20,50,50,0,0,19,42,37,0,0,37.41953773,126.6835136,
인천광역시교육청,동부교육지원청,예다원유치원,사립(사인),안지혜,안종민,20120823,20130304,인천광역시 남동구 앵고개로941번길 23,324375003,032-437-5002, ,09시00분~18시00분,5,5,5,0,0,390,120,130,140,0,0,119,130,135,0,0,37.4035649,126.7341751,
인천광역시교육청,동부교육지원청,온누리비전유치원,사립(사인),허하숙,허하숙,19960306,20110412,인천광역시 연수구 청량로185번길 16,032-832-0512,070-8765-0230, ,07시00분~21시00분,1,2,2,0,0,103,23,40,40,0,0,17,25,28,0,0,37.42387703,126.6523481,
인천광역시교육청,동부교육지원청,유엔유치원,사립(사인),이주현 구동열,이주현,20190228,20190306,인천광역시 연수구 랜드마크로 113,032-710-8277,032-710-8278,http://www.unkinder.co.kr/,09시00분~19시00분,5,5,4,2,0,370,110,125,113,22,0,110,125,113,22,0,37.41343662,126.6179002,
인천광역시교육청,동부교육지원청,인보유치원,사립(사인),안정숙,손정민,19931219,19931219,인천광역시 연수구 원인재로 312,032-812-7649,032-818-5559, ,09시00분~19시00분,1,1,1,0,0,120,18,23,24,0,0,15,16,24,0,0,37.42136568,126.6958744,
인천광역시교육청,동부교육지원청,인천간석초등학교병설유치원,공립(병설),김홍록,김홍록,19960301,19960301,인천광역시 남동구 석산로208번길 37,032-510-7860,032-510-7881,http://igs.icees.kr,08시40분~18시00분,1,1,2,0,1,71,13,18,40,0,0,5,10,20,0,4,37.45932885,126.716131,
인천광역시교육청,동부교육지원청,인천고잔유치원,공립(단설),이옥주,이옥주,20100301,20100301,인천광역시 남동구 앵고개로815번길 71,032-438-5261,032-438-5264,http://igj.icekg.kr/,09시00분~19시00분,2,2,2,0,2,110,26,36,40,0,8,14,29,27,0,7,37.39664266,126.7217836,
인천광역시교육청,동부교육지원청,인천고잔초등학교병설유치원,공립(병설),문창석,문창석,20090904,20090904,인천광역시 남동구 아암대로1503번길 48,032-433-0466,032-433-6460, ,08시30분~19시00분,0,2,1,0,0,56,0,36,20,0,0,0,28,15,0,0,37.3929192,126.7285332,
인천광역시교육청,동부교육지원청,인천구월유치원,공립(단설),신인덕,신인덕,20140728,20150301,인천광역시 남동구 인하로 622,032-627-9190,032-472-4599,http://iguwol.icekg.kr,08시40분~19시00분,3,3,3,0,3,153,35,50,56,0,12,35,47,52,0,12,37.44262838,126.7158262,
인천광역시교육청,동부교육지원청,인천논곡초등학교병설유치원,공립(병설),유병호,유병호,19990310,19990310,인천광역시 남동구 함박뫼로 429,032-629-5713,032-446-2989, ,08시50분~19시00분,0,0,0,1,1,16,0,0,0,12,4,0,0,0,4,3,37.410647,126.7104879,
인천광역시교육청,동부교육지원청,인천도림초등학교병설유치원,공립(병설),원용호,원용호,20040301,20040301,인천광역시 남동구 논고개로334번길 21,032-441-0095,032-446-2599,http://idorim.es.kr,09시00분~19시00분,0,1,1,0,0,38,0,18,20,0,0,0,14,16,0,0,37.41923131,126.7317971,
인천광역시교육청,동부교육지원청,인천동방초등학교병설유치원,공립(병설),최진표,최진표,20060901,20060901,인천광역시 남동구 논현역로 31,032-442-0343,032-442-0340, ,09시00분~19시00분,1,1,1,0,0,51,13,18,20,0,0,2,5,14,0,0,37.40316099,126.7195496,
인천광역시교육청,동부교육지원청,인천동부초등학교병설유치원,공립(병설),최정숙,최정숙,19850310,19850310,인천광역시 남동구 만수서로33번길 25,032-629-4108,032-466-7463,http://dongbu-ice.icees.kr/,09시00분~18시00분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,3,0,37.46298059,126.7275475,
인천광역시교육청,동부교육지원청,인천동춘초등학교병설유치원,공립(병설),한의섭,한의섭,19850301,19850301,인천광역시 연수구 앵고개로 224,032-817-3604, ,http://idc.icees.kr,09시00분~17시00분,1,1,1,0,0,51,13,18,20,0,0,2,9,8,0,0,37.40960392,126.6683881,
인천광역시교육청,동부교육지원청,인천만수초등학교병설유치원,공립(병설),이성우,이성우,20191001,20191001,인천광역시 남동구 소래로 652,032-629-3558,032-471-4271,http://mansoo.icees.kr/main.do,08시30분~17시30분,1,1,1,0,1,55,13,18,20,0,4,10,8,5,0,4,37.44730181,126.7347827,
인천광역시교육청,동부교육지원청,인천만월초등학교병설유치원,공립(병설),최인자,최인자,20150907,20150907,인천광역시 남동구 선수촌로 28,032-629-4661~2,032-469-3926,http://manwol.icees.kr,09시00분~19시00분,1,1,1,0,0,51,13,18,20,0,0,10,13,5,0,0,37.44180612,126.7155204,
인천광역시교육청,동부교육지원청,인천먼우금초등학교병설유치원,공립(병설),김성자,김성자,20050401,20050401,인천광역시 연수구 해돋이로84번길 33,032-629-6246,032-851-0534,http://mwg.icees.kr/,09시00분~18시30분,0,1,2,0,0,58,0,18,40,0,0,0,7,23,0,0,37.39330582,126.6541878,
인천광역시교육청,동부교육지원청,인천명선초등학교병설유치원,공립(병설),이지훈,이지훈,20120301,20120301,인천광역시 연수구 컨벤시아대로42번길 64,032-851-7301, ,http://www.ims.icees.co.kr,08시40분~19시00분,1,1,1,0,0,51,13,18,20,0,0,13,18,20,0,0,37.40258006,126.6474372,
인천광역시교육청,동부교육지원청,인천미송유치원,공립(단설),홍혜숙,홍혜숙,20220301,20220301,인천광역시 연수구 아카데미로 655,032-460-6900, ,http://misong.icekg.kr,08시30분~19시00분,6,6,6,0,3,306,74,104,116,0,12,74,104,116,0,12,37.41350307,126.6136442,
인천광역시교육청,동부교육지원청,인천미송초등학교병설유치원,공립(병설),장인숙,장인숙,20190301,20190306,인천광역시 연수구 아카데미로 667,032-509-1000,032-509-1090,http://www.misong.icees.kr/main.do#chgInfo,08시50분~18시30분,1,2,2,0,0,89,13,36,40,0,0,13,36,40,0,0,37.41477678,126.6133521,
인천광역시교육청,동부교육지원청,인천사리울초등학교병설유치원,공립(병설),박경섭,박경섭,20110301,20110301,인천광역시 남동구 아암대로1437번길 50,032-454-7080,032-438-9206,http://sariul.icees.kr,08시40분~18시30분,0,1,2,0,0,58,0,18,40,0,0,0,4,14,0,0,37.38857786,126.7235169,
인천광역시교육청,동부교육지원청,인천상아초등학교병설유치원,공립(병설),임동균,임동균,20080312,20080312,인천광역시 남동구 석산로184번길 66,032-473-3024,032-473-3030,http://sang-a.icees.kr,09시00분~18시00분,1,1,1,0,0,51,13,18,20,0,0,8,13,8,0,0,37.45747893,126.7120141,
인천광역시교육청,동부교육지원청,인천새봄초등학교병설유치원,공립(병설),이희정,이희정,20200901,20200903,인천광역시 연수구 앵고개로104번길 34,032-455-8822, , ,09시00분~19시00분,1,1,1,0,0,51,13,18,20,0,0,13,18,20,0,0,37.40969162,126.6576225,
인천광역시교육청,동부교육지원청,인천서창초등학교병설유치원,공립(병설),김연갑,김연갑,20040301,20040301,인천광역시 남동구 장아산로174번길 8,032-629-9711, ,http://seochang.icees.kr/main.do,09시00분~18시00분,0,1,1,0,0,38,0,18,20,0,0,0,2,18,0,0,37.43592732,126.7500724,
인천광역시교육청,동부교육지원청,인천소래초등학교병설유치원,공립(병설),권성오,권성오,20020301,20020301,인천광역시 남동구 장도로 2,032-629-5930,032-629-6004,http://soraecho.icees.kr,09시00분~19시00분,1,1,1,0,1,55,13,18,20,0,4,11,16,8,0,4,37.40443771,126.7343605,
인천광역시교육청,동부교육지원청,인천송담초등학교병설유치원,공립(병설),박상형,박상형,20210301,20210305,인천광역시 연수구 아카데미로 627,032-456-7590, ,https://songdam.icees.kr/,09시00분~19시00분,1,1,2,0,1,71,13,16,38,0,4,13,16,38,0,4,37.4102486,126.6148306,
인천광역시교육청,동부교육지원청,인천송도꿈유치원,공립(단설),이미경,이미경,20210301,20210301,인천광역시 연수구 송도교육로 79,032-456-7500,032-822-9602,http://sdream.icekg.kr,08시30분~19시00분,6,6,6,0,3,306,74,104,116,0,12,74,104,116,0,12,37.37051362,126.6614733,
인천광역시교육청,동부교육지원청,인천송명초등학교병설유치원,공립(병설),김경옥,김경옥,20140301,20140310,인천광역시 연수구 송도교육로 19,032-830-7570, ,http://www.ism.icees.kr,08시50분~19시00분,1,1,1,0,0,51,13,18,20,0,0,13,18,20,0,0,37.37448467,126.6560968,
인천광역시교육청,동부교육지원청,인천송원초등학교병설유치원,공립(병설),신연옥,신연옥,20130301,20130301,인천광역시 연수구 송도과학로51번길 60,032-830-7390,032-830-7329,http://www.songwon.icees.kr,08시40분~19시00분,1,1,1,0,0,51,13,18,20,0,0,13,18,20,0,0,37.38595684,126.6692884,
인천광역시교육청,동부교육지원청,인천송일초등학교병설유치원,공립(병설),허준양,허준양,20150817,20150901,인천광역시 연수구 컨벤시아대로252번길 15,032-550-7781, ,http://songil.icees.kr,08시00분~19시00분,1,2,2,0,0,89,13,36,40,0,0,13,33,30,0,0,37.38418597,126.635134,
인천광역시교육청,동부교육지원청,인천신송초등학교병설유치원,공립(병설),유순정,유순정,20060301,20060301,인천광역시 연수구 해돋이로56번길 28,032-858-0940,032-858-0939,http://sse.icees.kr,08시30분~19시00분,0,2,2,0,0,76,0,36,40,0,0,0,22,18,0,0,37.39064445,126.6577712,
인천광역시교육청,동부교육지원청,인천신월초등학교병설유치원,공립(병설),김동준,김동준,20040301,20040301,인천광역시 남동구 인주대로776번길 14,032-629-6100, ,http://www.shinwol.icees.kr,08시40분~19시00분,0,1,1,0,1,42,0,18,20,0,4,0,2,3,0,4,37.44759834,126.7237311,
인천광역시교육청,동부교육지원청,인천신정초등학교병설유치원,공립(병설),전병식,전병식,20100901,20100901,인천광역시 연수구 아트센터대로97번길 72,032-629-6991,032-851-9048,http://shinjeong.icees.kr/main.do,09시00분~19시00분,0,1,2,0,1,62,0,18,40,0,4,0,17,37,0,4,37.39732821,126.6444907,
인천광역시교육청,동부교육지원청,인천예송유치원,공립(단설),류기열,류기열,20160806,20160901,인천광역시 연수구 컨벤시아대로302번길 23,032-629-9570,032-858-9483,http://iyesong.icekg.kr,08시00분~19시00분,4,4,4,0,3,204,48,68,76,0,12,48,68,76,0,12,37.38097299,126.6312661,
인천광역시교육청,동부교육지원청,인천예송초등학교병설유치원,공립(병설),이학곤,이학곤,20150417,20180301,인천광역시 연수구 컨벤시아대로252번길 75,032-458-9175,032-858-7883, ,09시00분~19시00분,1,2,2,0,1,89,13,36,36,0,4,13,36,36,0,4,37.38745383,126.6303401,
인천광역시교육청,동부교육지원청,인천원동초등학교병설유치원,공립(병설),공숙자,공숙자,20110301,20110301,인천광역시 남동구 논고개로 38,032-629-7010,032-442-7354,http://wondong.icees.kr,09시00분~19시00분,0,1,2,0,0,58,0,18,40,0,0,0,11,19,0,0,37.39689672,126.7308565,
인천광역시교육청,동부교육지원청,인천은송초등학교병설유치원,공립(병설),이은희,이은희,20200301,20200301,인천광역시 연수구 센트럴로 460,032-510-7617,032-858-7163, ,08시40분~19시00분,1,1,2,0,1,71,13,18,20,0,4,11,18,38,0,4,37.4139322,126.6297164,
인천광역시교육청,동부교육지원청,인천인동초등학교병설유치원,공립(병설),신정호,신정호,20000301,20000301,인천광역시 남동구 백범로248번길 38,032-629-5859, , ,08시30분~18시30분,0,1,1,0,0,38,0,18,20,0,0,0,6,12,0,0,37.46282755,126.7224917,
인천광역시교육청,동부교육지원청,인천장도초등학교병설유치원,공립(병설),정주자,정주자,20060501,20060501,인천광역시 남동구 포구로 112,032-446-8735,032-446-8734,http://www.jangdo.icees.kr/main.do,09시00분~19시00분,1,1,1,0,0,51,13,18,20,0,0,6,13,15,0,0,37.40789778,126.733626,
인천광역시교육청,동부교육지원청,인천장서초등학교병설유치원,공립(병설),고승천,고승천,20160301,20160302,인천광역시 남동구 서창남순환로 109,032)770-2900, ,http://iejs.icees.kr/main.do,08시40분~19시00분,1,2,2,0,0,89,13,36,40,0,0,5,23,24,0,0,37.42921718,126.745328,
인천광역시교육청,동부교육지원청,인천장수초등학교병설유치원,공립(병설),박순진,박순진,19950301,19950301,인천광역시 남동구 담방로 121,032-461-0363,032-461-6292,http://jangsu.icees.kr,09시00분~19시00분,0,0,1,1,1,40,0,0,20,16,4,0,0,2,6,4,37.45051198,126.7417111,
인천광역시교육청,동부교육지원청,인천장아초등학교병설유치원,공립(병설),안영화,안영화,20190501,20190503,인천광역시 남동구 서창방산로 93,032-770-7081, ,http://janga.icees.kr/main.do,09시00분~19시00분,2,1,1,0,1,64,26,17,17,0,4,19,13,12,0,4,37.42451149,126.7536905,
인천광역시교육청,동부교육지원청,인천정각초등학교병설유치원,공립(병설),김재형,김재형,20070901,20070901,인천광역시 남동구 구월로 228,032-629-6593,032-462-0181,http://www.jge.icees.kr/main.do,08시50분~19시00분,1,1,2,0,1,71,13,18,36,0,4,13,18,28,0,4,37.45560093,126.7155989,
인천광역시교육청,동부교육지원청,인천주원초등학교병설유치원,공립(병설),김홍성,김홍성,20150301,20150304,인천광역시 남동구 주안로259번길 28,032-431-0046,032-431-0043,http://juwon.icees.kr/main.do,09시00분~18시30분,1,0,0,1,0,29,13,0,0,16,0,4,0,0,12,0,37.4646833,126.7003232,
인천광역시교육청,동부교육지원청,인천첨단초등학교병설유치원,공립(병설),진재호,진재호,20170301,20170301,인천광역시 연수구 송도교육로 20,032-340-8095, ,http://cheomdan.icees.kr,08시20분~19시00분,1,2,2,0,0,89,13,36,40,0,0,13,36,40,0,0,37.37314427,126.6549363,
인천광역시교육청,동부교육지원청,인천청학초등학교병설유치원,공립(병설),고병엽,고병엽,20191101,20191107,인천광역시 연수구 함박뫼로 25,032-629-5265,032-629-5268,http://che.icees.kr,09시00분~19시00분,0,0,1,1,0,36,0,0,20,16,0,0,0,10,6,0,37.41993023,126.6704681,
인천광역시교육청,동부교육지원청,인천축현초등학교병설유치원,공립(병설),이신자,이신자,19860315,19860315,인천광역시 연수구 청량로 176,032-629-5889,032-834-8494,http://ch.icees.kr,08시40분~19시00분,0,1,1,0,0,38,0,18,20,0,0,0,5,9,0,0,37.42288473,126.6545728,
인천광역시교육청,동부교육지원청,인천한빛초등학교병설유치원,공립(병설),김정민,김정민,20120501,20120501,인천광역시 남동구 서창남순환로 190-28,032-471-6436,032-471-4893,http://ihb.icees.kr,08시30분~19시00분,1,1,2,0,0,71,13,18,40,0,0,13,18,21,0,0,37.4241953,126.7441352,
인천광역시교육청,동부교육지원청,인천해송초등학교병설유치원,공립(병설),배장우,배장우,20070901,20070901,인천광역시 연수구 인천타워대로54번길 46,032-833-0943, , ,08시40분~19시00분,1,1,1,0,1,51,13,16,18,0,4,12,13,16,0,4,37.38091123,126.649285,
인천광역시교육청,동부교육지원청,인천현송초등학교병설유치원,공립(병설),이용길,이용길,20210301,20210305,인천광역시 연수구 아카데미로312번길 96,032-452-8180, ,http://hyeonsong.icees.kr/boardCnts/list.do?boardID=303958&m=0801&s=hyeonsong,09시00분~19시00분,1,1,2,0,1,71,13,18,36,0,4,13,18,36,0,3,37.39389185,126.6203812,
인천광역시교육청,동부교육지원청,자연발도르프유치원,사립(사인),김선녀,신연미,20141103,20150301,인천광역시 남동구 백범로297번길 26,032-421-7088,032-421-5288, ,09시00분~19시00분,2,2,2,0,0,151,40,51,60,0,0,30,46,48,0,0,37.46154495,126.7159467,
인천광역시교육청,동부교육지원청,작은꽃예능유치원,사립(사인),안재순,안재순,20090129,20090301,인천광역시 연수구 먼우금로 123,032-812-3578,032-811-3576, ,09시30분~19시00분,2,3,1,0,0,149,29,57,29,0,0,29,57,29,0,0,37.41137984,126.6695893,
인천광역시교육청,동부교육지원청,제니스유치원,사립(사인),정순판,조소현,20130114,20130304,인천광역시 남동구 서창방산로 99,324620567,032-227-0567,http://www.zenith0567.co.kr,07시40분~19시00분,3,5,5,0,0,532,54,130,140,0,0,50,125,116,0,0,37.42436733,126.7550469,
인천광역시교육청,동부교육지원청,조은유치원,사립(사인),이운옥,이운옥,19891114,19900301,인천광역시 남동구 인주대로 857,032-464-7763, ,http://cafe.naver.com/joenkidworld,09시00분~19시00분,0,0,0,2,0,60,0,0,0,60,0,0,0,0,24,0,37.44947122,126.7333767,
인천광역시교육청,동부교육지원청,참아름유치원,사립(사인),송점준,송점준,19941219,19941219,인천광역시 연수구 능허대로79번길 30,032-832-4411, , ,09시00분~19시00분,2,2,2,0,0,210,46,54,56,0,0,46,54,56,0,0,37.42428936,126.6440623,
